Dataset,Horizon_min,Horizon_steps,Model,Seed,Site_ID,N_test,N_rare,RMSE_kW,MAE_kW,nRMSE,RareRMSE_kW,RMSE_persist_kW,SkillScore
Ausgrid,180,6,LSTM,7,ID_178,2000,419,0.335869511978476,0.249760322892025,0.111859559041656,0.354258759657463,0.51480478210473,0.347578881056027
Ausgrid,180,6,LSTM,7,ID_179,2000,346,0.532301776844113,0.323272734468687,0.155371213322858,0.487456251117081,0.767734906179858,0.306659404751084
Ausgrid,180,6,LSTM,7,ID_18,2000,294,0.395690095017528,0.249876617185423,0.14955404604185,0.358528443802055,0.563070316838293,0.297263444396474
Ausgrid,180,6,LSTM,7,ID_180,2000,337,0.369912265744579,0.290395630693934,0.100106426393387,0.363292369479961,0.501414712688313,0.262262840750502
Ausgrid,180,6,LSTM,7,ID_181,2000,271,0.662074043207375,0.472013892012618,0.16046389801439,0.476173911923492,1.02595422294896,0.354674869114201
Ausgrid,180,6,LSTM,7,ID_182,2000,98,0.253223976741622,0.150038974048957,0.131476623438017,0.443419007247719,0.33774319020838,0.250246980300657
Ausgrid,180,6,LSTM,7,ID_183,2000,338,0.308336770110477,0.18945565452962,0.138765423092024,0.202210285546594,0.439719643928719,0.298787819994551
Ausgrid,180,6,LSTM,7,ID_184,2000,618,0.473791953919087,0.311162741844672,0.154530969967086,0.354871399025284,0.666383055626177,0.28900960203155
Ausgrid,180,6,LSTM,7,ID_185,2000,216,0.918806520075462,0.696933872810707,0.18133325177384,0.640778089372842,1.04819959486911,0.123443164285712
Ausgrid,180,6,LSTM,7,ID_186,2000,316,0.214472787513709,0.147058369727427,0.123466710138052,0.194708056902484,0.29958251460466,0.284094441236881
Ausgrid,180,6,LSTM,7,ID_187,2000,259,0.406795942798049,0.171425435835595,0.236201657607564,0.283504753813154,0.558260032952701,0.271314586776956
Ausgrid,180,6,LSTM,7,ID_188,2000,295,1.1468873186497,0.690951484150142,0.150549661151182,0.830017421978026,1.66664901361265,0.311860320150014
Ausgrid,180,6,LSTM,7,ID_189,2000,601,0.706302979593619,0.493870597518421,0.163344814892141,0.519135057401913,1.01859895246001,0.306593652106322
Ausgrid,180,6,LSTM,7,ID_19,2000,308,0.27632940203558,0.162846196867526,0.11278751103493,0.265129010689154,0.380680712339206,0.274117671111858
Ausgrid,180,6,LSTM,7,ID_190,2000,284,0.567885844896914,0.366380426254554,0.157833753445501,0.418332057483485,0.814579534784526,0.302847885753559
Ausgrid,180,6,LSTM,7,ID_191,2000,364,0.979202406338706,0.720549342090085,0.175610187650413,0.667827459065263,1.38569586385374,0.293349693910857
Ausgrid,180,6,LSTM,7,ID_192,2000,326,0.624304280309629,0.405946439580708,0.147625261956696,0.550305472616038,0.641659152317034,0.0270468705148788
Ausgrid,180,6,LSTM,7,ID_193,2000,257,0.607363503866816,0.371718562396733,0.154974459538575,0.500796931271908,0.813122744372635,0.253048192206913
Ausgrid,180,6,LSTM,7,ID_194,2000,609,0.643826456326074,0.438900946511075,0.143359264378997,0.480715199422848,0.889604151885296,0.276277594971153
Ausgrid,180,6,LSTM,7,ID_195,2000,245,0.4000245615894,0.264231623325342,0.112265537042378,0.316425409237952,0.591222115013444,0.323393778021474
Ausgrid,180,6,LSTM,7,ID_196,2000,179,0.344611687197699,0.21011893619739,0.125586434208825,0.264184951002256,0.47939626864652,0.281154840502532
Ausgrid,180,6,LSTM,7,ID_197,2000,311,0.655250031046266,0.38927994756354,0.127480550787211,0.663431960034071,0.792145923137458,0.172816507783045
Ausgrid,180,6,LSTM,7,ID_198,2000,404,1.05950739006754,0.689238567988202,0.199907054729725,0.658998825752994,1.46801792419489,0.278273532900758
Ausgrid,180,6,LSTM,7,ID_199,2000,215,0.676450168888773,0.42682287318588,0.165310402954245,0.559452672102925,0.753441513371898,0.102186225628269
Ausgrid,180,6,LSTM,7,ID_2,2000,232,0.54036262048852,0.326543874927778,0.14058177942653,0.468296957645812,0.726899803228818,0.25662021355862
Ausgrid,180,6,LSTM,7,ID_20,2000,226,0.894014990498467,0.581705952351009,0.149600902024509,1.06732567017719,0.998749349339994,0.10486550895952
Ausgrid,180,6,LSTM,7,ID_200,2000,312,0.689532600844662,0.400085904628626,0.122106219569126,0.718089670510851,0.867045298114978,0.204732898795763
Ausgrid,180,6,LSTM,7,ID_201,2000,288,0.802506988611495,0.540475549396337,0.126878575274545,0.750716194806646,1.00777209015816,0.203682066164835
Ausgrid,180,6,LSTM,7,ID_202,2000,476,0.342804574269635,0.233973394510474,0.134456894067437,0.289722064747415,0.452555623601567,0.242513944382133
Ausgrid,180,6,LSTM,7,ID_203,2000,328,0.66464930835126,0.446417925394852,0.143143431817278,0.565680773931756,0.916771775382518,0.275011157412717
Ausgrid,180,6,LSTM,7,ID_204,2000,249,0.484111551816822,0.297430012071484,0.109312338116565,0.672394319033444,0.56312358269569,0.140310285888996
Ausgrid,180,6,LSTM,7,ID_205,2000,268,0.549356255216153,0.355065365213845,0.124514110429772,0.438480488111199,0.67766744095377,0.189342408950662
Ausgrid,180,6,LSTM,7,ID_206,2000,334,0.61717645029295,0.489759199671901,0.149229631939298,0.654635549506059,0.821661394788069,0.248867654963712
Ausgrid,180,6,LSTM,7,ID_207,2000,365,0.74219006641369,0.513755689309023,0.105921231113699,0.841201220531168,0.665356923379958,-0.115476581566816
Ausgrid,180,6,LSTM,7,ID_208,2000,405,0.40398221003781,0.265108928623635,0.150335184089747,0.293044264286635,0.574547801354087,0.296869278612312
Ausgrid,180,6,LSTM,7,ID_209,2000,273,0.51028599476613,0.345557032474469,0.14099530963346,0.344829407479036,0.74902831660012,0.318736043141405
Ausgrid,180,6,LSTM,7,ID_21,2000,257,0.861933078467962,0.658981554800733,0.135458043794372,0.639808282475109,1.15762691989943,0.255431034255106
Ausgrid,180,6,LSTM,7,ID_210,2000,478,0.716098658802866,0.46273585128296,0.12251851362452,0.677477424987937,0.976720022348589,0.266833235300165
Ausgrid,180,6,LSTM,7,ID_211,2000,63,0.345067685179052,0.227290126201211,0.130866082061231,0.665544437912956,0.322627682079362,-0.0695538676503564
Ausgrid,180,6,LSTM,7,ID_212,2000,422,0.918230424804815,0.568335376223499,0.178020632959444,0.910248936820901,1.3529206170664,0.321297633267016
Ausgrid,180,6,LSTM,7,ID_213,2000,92,0.448483262279666,0.249829193757791,0.120503004567643,0.668009415695894,0.545672508764922,0.178109112927889
Ausgrid,180,6,LSTM,7,ID_214,2000,223,0.547227702184248,0.342383308425587,0.143028672813447,0.535318983754415,0.71657756347288,0.236331515136868
Ausgrid,180,6,LSTM,7,ID_215,2000,326,0.580413979321206,0.403398335250544,0.137735342673958,0.482050815871909,0.807838156244044,0.281521954818551
Ausgrid,180,6,LSTM,7,ID_216,2000,249,0.352418168137317,0.228119823721461,0.145627342205503,0.316421238289463,0.498437884749623,0.292954691206218
Ausgrid,180,6,LSTM,7,ID_217,2000,446,0.520355632174649,0.366031609361168,0.120168960365491,0.442825315154079,0.754897592473107,0.31069374526693
Ausgrid,180,6,LSTM,7,ID_218,2000,521,0.719023840249275,0.452929473257314,0.137323116930725,0.649340092162786,0.978824782701039,0.265421296071858
Ausgrid,180,6,LSTM,7,ID_219,2000,547,0.314905574582721,0.192417080515493,0.149244348143469,0.276807546770511,0.435252234877152,0.276498661352994
Ausgrid,180,6,LSTM,7,ID_22,2000,338,0.742301571139225,0.531916671026185,0.131894380088704,0.701226400996491,0.819112809446654,0.0937736993263704
Ausgrid,180,6,LSTM,7,ID_220,2000,500,0.833998067474366,0.606782408660257,0.167738951623967,0.585112632462526,1.12285297944309,0.257250875454766
Ausgrid,180,6,LSTM,7,ID_221,2000,195,0.709357441752098,0.524943392973913,0.114220158596186,0.691404096955444,0.820305857053444,0.135252496794153
Ausgrid,180,6,LSTM,7,ID_222,2000,246,0.470316068557491,0.263578402565762,0.158995844734178,0.471186486846012,0.575539461965774,0.182825679839379
Ausgrid,180,6,LSTM,7,ID_223,2000,651,0.622362631763992,0.45191505432378,0.132417581226381,0.549202705431673,0.876755551417483,0.290152619213194
Ausgrid,180,6,LSTM,7,ID_224,2000,703,0.549914864309334,0.403776301699417,0.164153690838607,0.391446804114519,0.758330722836653,0.274835045252693
Ausgrid,180,6,LSTM,7,ID_225,2000,306,0.56998283423968,0.362383888300169,0.162573540855585,0.389616088004538,0.824513116976814,0.308703739814841
Ausgrid,180,6,LSTM,7,ID_226,2000,522,0.506317122876293,0.33425429883416,0.149156328361515,0.423500879976933,0.785665348532358,0.355556250734354
Ausgrid,180,6,LSTM,7,ID_227,2000,399,0.3488827147919,0.215822194038898,0.153197464933607,0.333231790773359,0.476813792979181,0.268304063496056
Ausgrid,180,6,LSTM,7,ID_228,2000,214,1.05986173010146,0.785326493948997,0.213681800423682,0.979306417443775,1.25670916142216,0.156637221533365
Ausgrid,180,6,LSTM,7,ID_229,2000,332,0.849660988295566,0.466104765961391,0.165125397342474,1.07926328619888,0.994943986910413,0.146021284138812
Ausgrid,180,6,LSTM,7,ID_23,2000,489,0.443330014083096,0.300400535534487,0.14388039038929,0.356922853092878,0.585126134888677,0.242334280338647
Ausgrid,180,6,LSTM,7,ID_230,2000,169,0.446410965470972,0.276871932992712,0.114464350120762,0.646009713498693,0.608408397618842,0.266264293494119
Ausgrid,180,6,LSTM,7,ID_231,2000,252,0.900338325554948,0.556526869808342,0.176571894738948,0.707236507699823,1.29987962768883,0.307367923631715
Ausgrid,180,6,LSTM,7,ID_232,2000,349,0.749584220187313,0.519169482258169,0.197883901844592,0.691045177013683,0.955634887269639,0.215616518219669
Ausgrid,180,6,LSTM,7,ID_233,2000,200,0.273768469008735,0.188841348146875,0.110970421642428,0.220102817945242,0.343901117397393,0.203932598182333
Ausgrid,180,6,LSTM,7,ID_234,2000,144,0.566894036337978,0.314676562766276,0.171940818354088,0.902401496986805,0.702949622759388,0.193549554642809
Ausgrid,180,6,LSTM,7,ID_235,2000,642,0.471276314936025,0.310326053750298,0.170384972590259,0.318921937283765,0.641669195885496,0.265546300246391
Ausgrid,180,6,LSTM,7,ID_236,2000,407,0.607584495610382,0.385504279736483,0.190584848058463,0.493987812150274,0.81077246851782,0.250610350988962
Ausgrid,180,6,LSTM,7,ID_237,2000,521,0.456934146793426,0.309541860620428,0.106860184002204,0.447705113226665,0.558536089283593,0.181907569518896
Ausgrid,180,6,LSTM,7,ID_238,2000,238,0.476793363288189,0.295561036554862,0.16800329925588,0.376869412913111,0.693897579369031,0.312876456894773
Ausgrid,180,6,LSTM,7,ID_239,2000,246,0.382823041842428,0.218837275357661,0.156876687036909,0.514088620682683,0.490543672188149,0.219594373453471
Ausgrid,180,6,LSTM,7,ID_24,2000,153,0.436561736865404,0.302042195303599,0.125413457378498,0.347632475842581,0.605143376335151,0.278581318183974
Ausgrid,180,6,LSTM,7,ID_240,2000,406,0.388930344140013,0.287857261111666,0.148560100893817,0.344381511774724,0.40105126522326,0.0302228720722257
Ausgrid,180,6,LSTM,7,ID_241,2000,230,0.424543618691285,0.261134343607711,0.167595797583744,0.425573297011346,0.548298384230686,0.225706967407975
Ausgrid,180,6,LSTM,7,ID_242,2000,349,1.04079416746331,0.700911338584827,0.168139049489394,0.811298797755222,1.34828564258575,0.228061076533262
Ausgrid,180,6,LSTM,7,ID_243,2000,220,0.66786532981449,0.456825867988656,0.105090907774281,0.854177692104799,0.630040725805898,-0.0600351730599793
Ausgrid,180,6,LSTM,7,ID_244,2000,237,0.394313045346732,0.254342906074785,0.14879737560254,0.3029245290715,0.516086538157592,0.235955569090382
Ausgrid,180,6,LSTM,7,ID_245,2000,217,0.36258095394473,0.253397938816436,0.103358310702603,0.395373852754449,0.368469719716662,0.0159816816873319
Ausgrid,180,6,LSTM,7,ID_246,2000,312,0.692157326025948,0.550003986631879,0.156416553341502,0.570292340332063,0.84143976228363,0.177413099486215
Ausgrid,180,6,LSTM,7,ID_247,2000,413,0.372261023861235,0.261419248295442,0.123461879304865,0.327104281448806,0.406629143767085,0.0845195688323194
Ausgrid,180,6,LSTM,7,ID_248,2000,342,1.01048660721444,0.625947698218696,0.186759164759517,0.685649250040773,1.32528153286365,0.237530606020752
Ausgrid,180,6,LSTM,7,ID_249,2000,303,0.615860719469837,0.383187797040677,0.164004729376225,0.428844320937592,0.883147410145396,0.302652408425853
Ausgrid,180,6,LSTM,7,ID_25,2000,487,1.12507582297047,0.693942330231625,0.180706042879935,0.882909704342024,1.36717691851363,0.177081028991011
Ausgrid,180,6,LSTM,7,ID_250,2000,154,0.592789275401541,0.476511499348748,0.157405543123086,0.521120966729116,0.628283822052945,0.0564944463083957
Ausgrid,180,6,LSTM,7,ID_251,2000,306,1.20825497326655,0.79138021436358,0.204373304003137,0.675523461215255,1.45996245585526,0.172406818804982
Ausgrid,180,6,LSTM,7,ID_252,2000,458,0.265233032091873,0.165577021756374,0.114027717533607,0.215563323021255,0.36382940428622,0.270996162027581
Ausgrid,180,6,LSTM,7,ID_253,2000,221,0.783781869194804,0.603303379621417,0.188997448594736,0.421530466846056,0.86258376242142,0.0913556418050415
Ausgrid,180,6,LSTM,7,ID_254,2000,341,0.939674566007788,0.608653035063971,0.14337420903384,0.690548658252044,1.15021314988306,0.183043102834179
Ausgrid,180,6,LSTM,7,ID_255,2000,144,0.848352029978327,0.553412248385995,0.137318230815527,0.715858032935826,1.04201746124982,0.185856224558087
Ausgrid,180,6,LSTM,7,ID_256,2000,245,0.913449285751047,0.644389459385067,0.134898143035568,1.0301339097232,1.32903537708932,0.312697538758099
Ausgrid,180,6,LSTM,7,ID_257,2000,209,0.753508422109046,0.46295965853332,0.12962448406403,1.14077873484829,1.08548703572285,0.305833789523549
Ausgrid,180,6,LSTM,7,ID_258,2000,294,0.654178688204748,0.419875739814233,0.216043159909097,0.446059150190907,0.654073226358384,-0.000161238592428559
Ausgrid,180,6,LSTM,7,ID_259,2000,359,0.204493486025936,0.145672418894471,0.102044694517823,0.206626710882892,0.271062614516309,0.245585797986788
Ausgrid,180,6,LSTM,7,ID_26,2000,176,0.795894738662779,0.483563547631524,0.144027278078679,0.822063407778899,0.870938865918488,0.0861646324355589
Ausgrid,180,6,LSTM,7,ID_260,2000,250,1.07292045914594,0.672937966984527,0.168752313500862,1.16124873129767,1.3393180482297,0.198905397740205
Ausgrid,180,6,LSTM,7,ID_261,2000,216,0.397411390710327,0.265106758344359,0.117959481370216,0.396320546483725,0.462424854266945,0.140592494016526
Ausgrid,180,6,LSTM,7,ID_262,2000,163,0.463673699333426,0.306356744585365,0.137425518474637,0.459841133009136,0.64755082905145,0.283957832294604
Ausgrid,180,6,LSTM,7,ID_263,2000,361,0.460494531605147,0.302717043384578,0.169988162188406,0.541320103763953,0.503851024315022,0.0860502224220304
Ausgrid,180,6,LSTM,7,ID_264,2000,348,0.314379131681009,0.209890527631491,0.147734554361376,0.285060175025436,0.395941446163133,0.205995899829391
Ausgrid,180,6,LSTM,7,ID_265,2000,224,0.384443546418589,0.224563318562791,0.12547113133766,0.383299905863926,0.475318459165562,0.191187426018562
Ausgrid,180,6,LSTM,7,ID_266,2000,713,0.577492327766255,0.4351565764267,0.144373081941564,0.431940272630812,0.755226842153036,0.235339244405147
Ausgrid,180,6,LSTM,7,ID_267,2000,388,1.17137365847945,0.78164189749815,0.220359886314664,0.693607825602732,1.49312863977915,0.215490462594899
Ausgrid,180,6,LSTM,7,ID_268,2000,523,0.801360897835987,0.504450368065076,0.14019609829181,0.583163769841212,1.11697538071738,0.282561718306351
Ausgrid,180,6,LSTM,7,ID_269,2000,465,0.649111483468993,0.501408324713332,0.210143929848257,0.492537439917499,0.706413446430767,0.0811167500438987
Ausgrid,180,6,LSTM,7,ID_27,2000,218,0.575524686024383,0.389638665820181,0.174183953979996,0.425680887328111,0.814149432930784,0.293096988408378
Ausgrid,180,6,LSTM,7,ID_270,2000,213,0.561031308082682,0.319240297659717,0.193192599202025,0.530781563968664,0.781426556717374,0.282042178807605
Ausgrid,180,6,LSTM,7,ID_271,2000,233,0.554238309913465,0.348217410057005,0.140598252134314,0.392052895156875,0.773219773429791,0.283207273069317
Ausgrid,180,6,LSTM,7,ID_272,2000,282,0.539813210794491,0.33269059646357,0.213956881012481,0.492261789558654,0.765721202996106,0.295026429094146
Ausgrid,180,6,LSTM,7,ID_273,2000,402,0.82544984307659,0.545590164575346,0.128874646463357,0.699629401902407,1.10283962322216,0.251523226319275
Ausgrid,180,6,LSTM,7,ID_274,2000,263,0.501522915338484,0.290099850618153,0.133830448795444,0.453131165983866,0.719711526834312,0.30316120189924
Ausgrid,180,6,LSTM,7,ID_275,2000,362,0.760768257408946,0.466190818091706,0.144194135217768,0.563378614029182,1.03420960549859,0.264396449845215
Ausgrid,180,6,LSTM,7,ID_276,2000,308,0.998983491797129,0.740990664381649,0.195452187143598,0.887613237454673,1.45772496923593,0.314696864717391
Ausgrid,180,6,LSTM,7,ID_277,2000,262,0.472974358851396,0.311591516121659,0.10239623621503,0.688901284368579,0.464359438173873,-0.0185522678539749
Ausgrid,180,6,LSTM,7,ID_278,2000,457,0.187321353808763,0.141569413074026,0.093242020233533,0.21357462347732,0.155846264314315,-0.201962425169003
Ausgrid,180,6,LSTM,7,ID_279,2000,341,0.741503066338005,0.502628158880001,0.15650128035838,0.515332246612031,1.04139090410395,0.287968558765143
Ausgrid,180,6,LSTM,7,ID_28,2000,149,0.445775523997785,0.301840789503444,0.0997412411726581,0.673459615652591,0.479828778538334,0.0709695959552133
Ausgrid,180,6,LSTM,7,ID_280,2000,244,0.605046158608245,0.373195316799096,0.16644644921384,0.602456639857594,0.885502476995284,0.316719970494823
Ausgrid,180,6,LSTM,7,ID_281,2000,396,0.616132122571524,0.47588062042582,0.190634938914456,0.428319452748693,0.75868779467365,0.187897674251431
Ausgrid,180,6,LSTM,7,ID_282,2000,397,0.397581833263075,0.240516633960934,0.123553965114634,0.453097929363531,0.556162033274071,0.285133091659368
Ausgrid,180,6,LSTM,7,ID_283,2000,527,0.345277150792741,0.219403719609593,0.116003396941561,0.429645351903837,0.40669647601146,0.151020057564965
Ausgrid,180,6,LSTM,7,ID_284,2000,632,0.480347665882943,0.298692481091377,0.153075438939363,0.527390132043006,0.684484391524411,0.298234303322587
Ausgrid,180,6,LSTM,7,ID_285,2000,213,0.674312717322276,0.420530122419868,0.221959419790084,0.864017362368613,0.864500592196942,0.219997391084886
Ausgrid,180,6,LSTM,7,ID_286,2000,249,0.552497722201353,0.361695860911064,0.13287583506526,0.453961761672629,0.769645953978737,0.282140418792331
Ausgrid,180,6,LSTM,7,ID_287,2000,349,0.558372611385095,0.390353507469271,0.14360549024368,0.435200610020847,0.79920224924099,0.301337537631573
Ausgrid,180,6,LSTM,7,ID_288,2000,470,0.519777767741995,0.38216281400897,0.139222955826561,0.415895619428008,0.689717848772285,0.246390725327446
Ausgrid,180,6,LSTM,7,ID_289,2000,227,0.909943182701716,0.576618978691153,0.24686467246384,0.795221985790065,1.09160429243659,0.166416631918318
Ausgrid,180,6,LSTM,7,ID_29,2000,448,0.403577520984971,0.2798325732757,0.125914151774618,0.337708934879819,0.603606645031939,0.331389864066828
Ausgrid,180,6,LSTM,7,ID_290,2000,348,0.649708975922224,0.400433480630676,0.185525121622565,0.56466095309481,0.8775429816168,0.259627175497217
Ausgrid,180,6,LSTM,7,ID_291,2000,297,0.307233330307606,0.20697604141875,0.180403944914421,0.178988994432093,0.401381150040967,0.234559644177989
Ausgrid,180,6,LSTM,7,ID_292,2000,637,0.568576555422022,0.406041414389667,0.139131251602062,0.450539111072338,0.796088788556335,0.285787510645508
Ausgrid,180,6,LSTM,7,ID_293,2000,364,1.18515503038956,0.818094656818251,0.144426480133849,1.01675357975019,1.57738689496754,0.248659264147144
Ausgrid,180,6,LSTM,7,ID_294,2000,200,0.940979923539349,0.578612323326794,0.223347801849803,1.15213992979995,1.08886042400453,0.135812173172126
Ausgrid,180,6,LSTM,7,ID_295,2000,387,0.421543061335473,0.254690945988633,0.15163419472499,0.297585079594772,0.550110891241304,0.233712569507072
Ausgrid,180,6,LSTM,7,ID_296,2000,375,0.36816179714012,0.254959864872558,0.115266686643744,0.409353536016063,0.427817146477829,0.13944123050898
Ausgrid,180,6,LSTM,7,ID_297,2000,267,0.40200126563426,0.259181745233722,0.100714586691753,0.364825066156163,0.49830569756024,0.193263758366594
Ausgrid,180,6,LSTM,7,ID_298,2000,135,0.199565625991016,0.118866850652887,0.119573407704716,0.444770305041522,0.317737510935895,0.371916695000233
Ausgrid,180,6,LSTM,7,ID_299,2000,362,1.1849190094321,0.828161843697142,0.18075547367,0.910590876466354,1.52908687420831,0.22508064818384
Ausgrid,180,6,LSTM,7,ID_3,2000,153,0.345180692829308,0.210777378013451,0.146885401203961,0.54884192676482,0.425338508738392,0.188456521716884
Ausgrid,180,6,LSTM,7,ID_30,2000,668,0.343959478649351,0.224966226806547,0.139820926280224,0.286477860327835,0.493752311204001,0.303376468637452
Ausgrid,180,6,LSTM,7,ID_300,2000,291,0.812985930832449,0.558571691811674,0.156670346941686,0.534778855455172,1.0385536625774,0.217194103562409
Ausgrid,180,6,LSTM,7,ID_31,2000,100,0.465084570614976,0.332428902716581,0.0975854757559879,0.611782579942206,0.474232029922219,0.019288995112252
Ausgrid,180,6,LSTM,7,ID_32,2000,281,0.544957128751209,0.362354517947808,0.180210690724606,0.463267085785601,0.807205141044683,0.324883971816722
Ausgrid,180,6,LSTM,7,ID_33,2000,244,0.998655526857315,0.622808061569147,0.154638514533496,0.840398663734236,1.24815698606324,0.199895896102673
Ausgrid,180,6,LSTM,7,ID_34,2000,279,0.665726990269061,0.421069383514445,0.158054840994554,0.554782398928257,0.880641645349494,0.244043256658775
Ausgrid,180,6,LSTM,7,ID_35,2000,192,0.855264032220919,0.557250080106355,0.164253689232109,0.947886695448878,1.09255943425492,0.217192213617032
Ausgrid,180,6,LSTM,7,ID_36,2000,430,0.314570927832848,0.201771104595754,0.143706624927066,0.259299476786853,0.405166465384173,0.223600779658366
Ausgrid,180,6,LSTM,7,ID_37,2000,434,0.559681753868087,0.428066759635931,0.120064218080827,0.580735327296341,0.660501260674995,0.152640899888481
Ausgrid,180,6,LSTM,7,ID_38,2000,578,0.687550062894296,0.520442533218058,0.162695234948958,0.563484497207276,0.910838607583136,0.24514611351546
Ausgrid,180,6,LSTM,7,ID_39,2000,460,0.510938934902808,0.340091437351478,0.137571064863438,0.39947950415999,0.737794538494247,0.307478019631895
Ausgrid,180,6,LSTM,7,ID_4,2000,132,0.556858118988341,0.323500266699382,0.141001726632147,0.834278966868299,0.793747462863161,0.298444221818772
Ausgrid,180,6,LSTM,7,ID_40,2000,434,0.316488204574076,0.208706528136715,0.114173233973332,0.332007447262006,0.408224633022004,0.224720462772719
Ausgrid,180,6,LSTM,7,ID_41,2000,340,0.306378063683027,0.19390178448876,0.109266203399131,0.333770686324044,0.425344006472419,0.279693473938972
Ausgrid,180,6,LSTM,7,ID_42,2000,221,0.472446879876632,0.289535062877454,0.118337152244184,0.48242104442574,0.798305871647466,0.408188143597589
Ausgrid,180,6,LSTM,7,ID_43,2000,488,0.480161071191116,0.309082990369935,0.131695302027185,0.581099498233989,0.561860691759508,0.145409034243957
Ausgrid,180,6,LSTM,7,ID_44,2000,473,0.593040187616632,0.364007069507797,0.151208614894603,0.503793890654651,0.725813363844312,0.182930189552366
Ausgrid,180,6,LSTM,7,ID_45,2000,375,0.408569430264448,0.28334407463959,0.115251657328999,0.372740471177969,0.512093474167266,0.202158490832483
Ausgrid,180,6,LSTM,7,ID_46,2000,349,0.815787222693961,0.6744507564582,0.22818520904083,0.70064665666905,0.985604444720039,0.172297540799255
Ausgrid,180,6,LSTM,7,ID_47,2000,325,0.556694960457973,0.359882895783875,0.14154281294618,0.47332011703598,0.80308159752971,0.306801497917056
Ausgrid,180,6,LSTM,7,ID_48,2000,353,0.537647215427872,0.389241390726372,0.125384145388963,0.572665566275226,0.630783668883949,0.147651973331625
Ausgrid,180,6,LSTM,7,ID_49,2000,303,0.799656677399202,0.466033000245653,0.125277362123863,0.845747517156529,0.892347637454782,0.103873150065101
Ausgrid,180,6,LSTM,7,ID_5,2000,253,0.597609094614485,0.344359685856278,0.215104255088485,0.64540225232661,0.849609562467991,0.296607381773673
Ausgrid,180,6,LSTM,7,ID_50,2000,571,0.405388633809157,0.296802504289659,0.157002019244,0.294437692526283,0.575526765110209,0.295621579421197
Ausgrid,180,6,LSTM,7,ID_51,2000,277,0.536772590641481,0.362713459232267,0.150107550124578,0.407216040265303,0.728208189014669,0.26288580829092
Ausgrid,180,6,LSTM,7,ID_52,2000,276,0.951975210545812,0.62129637665188,0.218493779087354,0.603255001874486,1.30472684383541,0.270364356306673
Ausgrid,180,6,LSTM,7,ID_53,2000,334,0.562399403600697,0.357434922619724,0.160503029012921,0.621559061699152,0.823803317594082,0.317313499970861
Ausgrid,180,6,LSTM,7,ID_54,2000,205,0.612271446486065,0.376836652042225,0.136937328957024,0.570905541030911,0.776652628077187,0.211653415759491
Ausgrid,180,6,LSTM,7,ID_55,2000,328,0.554255059571852,0.405000888503109,0.112631032756047,0.501602375079394,0.71977558856469,0.22996129852487
Ausgrid,180,6,LSTM,7,ID_56,2000,278,0.803930865403733,0.6066474570144,0.13506993753381,0.702178870284612,1.02968428743742,0.219245282061669
Ausgrid,180,6,LSTM,7,ID_57,2000,404,1.00306501119228,0.649806252245523,0.173660839887861,0.976098539370909,1.28913268351074,0.221907082162712
Ausgrid,180,6,LSTM,7,ID_58,2000,343,1.60103554507458,1.10791066842409,0.297371367000234,1.04388668549696,2.14089968752941,0.252166949063285
Ausgrid,180,6,LSTM,7,ID_59,2000,336,0.524715842407016,0.341768721494708,0.132068109146583,0.528227710940573,0.740117020590706,0.291036649868926
Ausgrid,180,6,LSTM,7,ID_6,2000,250,0.462113446166308,0.294051748903982,0.125437960414307,0.296047741503884,0.69664176424106,0.336655552556849
Ausgrid,180,6,LSTM,7,ID_60,2000,377,0.556024830571941,0.393233663683224,0.104847832343723,0.575372816261742,0.627212385087689,0.113498324025912
Ausgrid,180,6,LSTM,7,ID_61,2000,199,0.510406315083702,0.357245687983856,0.105021875531626,0.430496295853966,0.647316757571869,0.211504554588896
Ausgrid,180,6,LSTM,7,ID_62,2000,160,1.20813844710355,0.893291135961573,0.137101503302718,1.52273124886052,1.43452402750952,0.157812330825156
Ausgrid,180,6,LSTM,7,ID_63,2000,224,0.361564635767034,0.228351029453578,0.138028637546637,0.30384864612938,0.497399906323808,0.273090663729127
Ausgrid,180,6,LSTM,7,ID_64,2000,386,0.423587063334131,0.278207414683867,0.151871222225696,0.296613338214156,0.604065390373688,0.298772831411362
Ausgrid,180,6,LSTM,7,ID_65,2000,220,0.595384340775068,0.35522627767414,0.133873053522538,0.635981259626156,0.844031830223234,0.294594919936139
Ausgrid,180,6,LSTM,7,ID_66,2000,268,0.300498564813985,0.18290586229784,0.144748826981688,0.239320019760177,0.456021860265023,0.341043509099879
Ausgrid,180,6,LSTM,7,ID_67,2000,289,0.425365937708258,0.275984532976965,0.158766618906556,0.307519495253303,0.576661712398318,0.262364869102938
Ausgrid,180,6,LSTM,7,ID_68,2000,252,0.733687414604436,0.559186632836078,0.276750386485672,0.409513633578892,0.7593679008183,0.0338182403893962
Ausgrid,180,6,LSTM,7,ID_69,2000,158,0.407415953572682,0.250341504332751,0.110719883026519,0.338488830614869,0.54204272862197,0.248369303636908
Ausgrid,180,6,LSTM,7,ID_7,2000,427,0.330750979327638,0.204279939928375,0.125094924102737,0.277306149671068,0.467550565360577,0.292587788718507
Ausgrid,180,6,LSTM,7,ID_70,2000,197,0.67132824055726,0.420962551349104,0.102579623155655,0.552024003932997,0.904107337821171,0.257468430490666
